Total emissions: 336430.42999999906
 
Vehicle; Emission 
test_trip_886;346.51000000000005
test_trip_890;265.2199999999999
test_trip_923;374.8299999999999
test_trip_992;302.4
test_trip_1021;485.5099999999997
test_trip_1067;488.4799999999998
test_trip_1072;433.20000000000005
test_trip_1073;222.90999999999997
test_trip_1076;565.8499999999996
test_trip_1020;138.41000000000003
test_trip_1055;397.4
test_trip_1077;246.14000000000016
test_trip_1078;255.78000000000011
test_trip_1079;331.13
test_trip_1080;398.6099999999999
test_trip_1083;36.98
test_trip_1085;187.34999999999985
test_trip_1087;225.06999999999996
test_trip_1088;570.7899999999997
test_trip_953;360.57
test_trip_1049;362.46999999999986
test_trip_1053;436.8699999999998
test_trip_1093;282.29999999999995
test_trip_1094;225.96999999999989
test_trip_1096;274.43
test_trip_1099;116.87
test_trip_858;110.38
test_trip_967;369.47999999999996
test_trip_1042;226.95999999999995
test_trip_1052;257.23
test_trip_1097;261.15000000000003
test_trip_950;326.5799999999999
test_trip_1009;466.77999999999986
test_trip_1023;398.39000000000004
test_trip_1084;235.71
test_trip_1090;191.94000000000005
test_trip_1058;345.89000000000016
test_trip_1068;130.22
test_trip_807;383.5200000000001
test_trip_944;351.17000000000013
test_trip_996;421.58
test_trip_1047;437.04
test_trip_1062;122.38000000000001
test_trip_802;40.03
test_trip_976;188.9200000000001
test_trip_1007;277.63
test_trip_1014;391.22
test_trip_1059;61.48
test_trip_1089;409.97000000000014
test_trip_915;198.29999999999995
test_trip_975;265.57
test_trip_1006;415.9299999999999
test_trip_1022;534.1200000000001
test_trip_1031;136.12999999999997
test_trip_951;176.78000000000011
test_trip_1064;312.1199999999999
test_trip_1061;299.61000000000007
test_trip_670;75.59000000000002
test_trip_1028;206.3
test_trip_941;203.6700000000002
test_trip_1024;401.0999999999999
test_trip_1065;313.52000000000004
test_trip_1091;549.54
test_trip_820;373.91000000000014
test_trip_962;207.68000000000012
test_trip_983;295.31999999999954
test_trip_1043;334.1899999999999
test_trip_879;84.30999999999999
test_trip_1081;702.1600000000001
test_trip_1092;243.59
test_trip_1027;466.8099999999999
test_trip_1054;210.6
test_trip_1051;392.89000000000016
test_trip_701;354.3099999999999
test_trip_1095;296.5900000000001
test_trip_409;467.90000000000015
test_trip_1075;344.49999999999994
test_trip_1034;137.82999999999998
test_trip_1048;211.23000000000002
test_trip_904;373.87000000000023
test_trip_1098;66.84000000000002
test_trip_998;220.26000000000002
test_trip_920;128.83999999999997
test_trip_973;322.2699999999998
test_trip_1015;341.18999999999994
test_trip_1000;271.3499999999999
test_trip_1082;353.4800000000001
test_trip_766;125.97999999999999
test_trip_823;171.84000000000003
test_trip_848;253.95999999999998
test_trip_945;255.07000000000014
test_trip_1025;396.05999999999995
test_trip_1074;246.6499999999999
test_trip_1036;379.2499999999997
test_trip_703;213.09000000000003
test_trip_935;294.77
test_trip_999;369.39000000000016
test_trip_822;279.98
test_trip_770;265.2500000000001
test_trip_449;534.1399999999994
test_trip_851;400.5300000000002
test_trip_1069;406.57000000000005
test_trip_806;276.53
test_trip_1086;23.98
test_trip_522;320.7699999999999
test_trip_801;71.91
test_trip_930;45.440000000000005
test_trip_634;141.34
test_trip_197;291.27
test_trip_639;612.9099999999999
test_trip_762;304.55
test_trip_347;234.29999999999998
test_trip_319;698.6500000000007
test_trip_469;46.68000000000001
test_trip_536;372.89999999999975
test_trip_1018;522.2499999999999
test_trip_894;35.41000000000001
test_trip_547;40.92
test_trip_916;336.24
test_trip_844;241.9200000000001
test_trip_878;262.3100000000001
test_trip_926;258.1000000000002
test_trip_963;376.0699999999999
test_trip_1070;171.15000000000003
test_trip_743;608.61
test_trip_527;549.5099999999999
test_trip_606;489.52999999999986
test_trip_885;583.5899999999999
test_trip_980;204.22000000000003
test_trip_1071;39.52000000000001
test_trip_840;504.7699999999998
