Total emissions: 333991.6099999999
 
lane; Emission 
:cluster_1372318829_159619609_2_0;0.33
:175832743_4_0;7.090000000000001
:cluster_1372318829_159619609_3_0;10.05
:175832743_1_0;24.86
:175832743_2_0;25.300000000000004
:1372441183_3_0;1.02
:1372441183_5_0;56.430000000000014
:25291565_0_0;8.590000000000002
:1372441183_13_0;1.01
:1372425705_5_0;2.8199999999999994
:1372425705_3_0;10.2
:1372233733_5_0;0.0
:1372233733_11_0;0.26
:1372441189_4_0;13.309999999999999
:cluster_266159806_266159899_1_1;12.47
:1007980689_2_0;9.34
:25291564_4_0;11.09
:1372318831_6_0;27.32
:25291550_8_0;8.580000000000002
739515975_1;14.92
:25291550_11_0;54.01
:1377211667_4_0;1.65
:cluster_258188404_258189020_529507770_529507771_4_1;15.01
81523598#1_0;158.05000000000004
:1372376937_2_0;25.630000000000003
61059623_1;31.57
:1372376937_0_0;12.46
:60004721_0_0;2.77
77615451#0_1;1.15
:58753656_3_1;20.82
77615451#1_1;130.19
:25291567_11_0;7.430000000000001
:1372441183_0_0;8.96
:25291581_2_0;3.36
:1372205478_0_0;0.89
:25291581_0_1;4.95
26692016_1;23.36
:1380411607_0_0;1.53
7920348_0;340.0800000000001
:25291567_15_0;26.74
:1377211667_2_0;13.940000000000005
:56116937_0_0;5.26
:1372441183_6_0;4.5
:1372441183_14_0;9.69
:1394709294_0_0;0.0
:103062861_2_0;2.58
:cluster_258188404_258189020_529507770_529507771_7_0;12.18
:cluster_258188404_258189020_529507770_529507771_4_2;8.49
61059623_2;18.32
:cluster_258188404_258189020_529507770_529507771_17_0;15.96
:449182529_0_2;2.53
38156742_2;8.78
122948839#0_1;84.89
:60454050_0_0;150.75
:1372318831_12_0;0.0
58077051_2;21.46
:1372441189_2_0;1.02
:cluster_258188404_258189020_529507770_529507771_0_0;8.059999999999997
:720742796_0_2;6.16
58077048#0_2;43.91
122948839#0_0;452.0600000000002
:1372376937_8_0;0.09
77615451#0_0;1.6099999999999999
:cluster_1372318829_159619609_0_0;12.999999999999998
:1372425705_7_0;5.380000000000001
:25291565_7_0;0.41000000000000003
:56116937_5_0;26.04
:317703799_0_0;17.81
194388451#0_0;74.42000000000002
:1372318831_0_0;0.0
:cluster_1372477605_246630384_246630386_266378250_292727217_317703608_317703609_434149261_6795337887_6795337888_6795337889_6860480481_913255820_1_0;50.92000000000002
:60004721_15_0;0.0
:60004721_19_0;0.06
:1372441183_15_0;0.0
:1372318837_5_0;0.0
:1372318837_9_0;0.11
:1377211666_12_0;0.0
25614338#0_1;0.83
:25291550_7_0;14.940000000000001
:25292477_6_0;1.4100000000000001
:1377211668_5_0;48.48
:1372425705_1_0;57.550000000000004
:1377211666_6_0;0.26
:1372425705_2_0;0.8200000000000001
:1377211666_11_0;0.47000000000000003
:1372376956_1_0;10.6
:1372318837_8_0;0.16999999999999998
:1372318837_10_0;0.39
:60170471_9_0;0.0
:1371750097_1_0;0.0
122886924_0;97.92000000000003
:1377940926_0_0;5.620000000000001
:25291564_7_0;0.35
:1372233754_3_0;5.05
:1377211669_12_0;0.0
:60170470_0_0;5.98
:1372260455_1_0;6.63
:247359926_6_0;5.069999999999999
:1372260491_5_0;5.84
:1372260497_0_0;9.06
:cluster_258188404_258189020_529507770_529507771_1_0;26.51999999999999
:cluster_258188404_258189020_529507770_529507771_1_1;19.74
:292727238_0_1;1.63
30528320#0_1;17.83
:247359926_1_0;53.39999999999999
:cluster_1372318829_159619609_9_0;0.84
:cluster_1372318829_159619609_12_0;3.11
77615451#0_2;0.04
:25291570_4_0;1.8
:25292477_1_0;6.71
:cluster_25292476_25292480_1_0;0.65
:1377211667_0_0;1.1800000000000002
:3232013769_1_0;1.59
