Total emissions: 333991.6099999999
 
time(s); Emission 
1210.00;129.95000000000002
1211.00;124.16000000000007
1212.00;125.46000000000002
1213.00;135.43999999999997
1214.00;125.36999999999996
1215.00;124.56000000000002
1216.00;123.35
1217.00;130.9
1218.00;143.93000000000012
1219.00;151.16
1220.00;137.32000000000002
1221.00;156.01999999999984
1222.00;163.3200000000001
1223.00;171.76999999999998
1224.00;164.26
1225.00;166.71000000000006
1226.00;156.96000000000012
1227.00;153.93
1228.00;161.35000000000014
1229.00;170.54999999999995
1230.00;170.11000000000004
1231.00;157.8499999999999
1232.00;147.08999999999992
1233.00;159.72000000000006
1234.00;142.60000000000005
1235.00;139.71999999999994
1236.00;145.47000000000006
1237.00;159.30000000000004
1238.00;166.66000000000005
1239.00;164.77999999999992
1240.00;159.36000000000004
1241.00;158.63000000000008
1242.00;163.11000000000013
1243.00;162.72
1244.00;171.68000000000006
1245.00;164.62
1246.00;166.55999999999992
1247.00;175.11000000000007
1248.00;165.79000000000008
1249.00;182.35
1250.00;184.93999999999994
1251.00;185.4099999999999
1252.00;192.99
1253.00;188.75
1254.00;173.18000000000004
1255.00;157.24000000000007
1256.00;165.41
1257.00;172.0300000000001
1258.00;165.27000000000004
1259.00;172.11999999999998
1260.00;188.07999999999987
1261.00;188.7000000000001
1262.00;188.34999999999988
1263.00;181.79000000000008
1264.00;191.13000000000005
1265.00;198.55
1266.00;174.0900000000001
1267.00;186.4799999999999
1268.00;169.11999999999998
1269.00;188.84000000000006
1270.00;193.46999999999994
1271.00;188.14
1272.00;187.61999999999983
1273.00;192.17
1274.00;192.28
1275.00;191.08000000000018
1276.00;206.86999999999998
1277.00;207.72000000000006
1278.00;192.07999999999996
1279.00;176.02999999999992
1280.00;188.72999999999996
1281.00;191.87
1282.00;168.31999999999996
1283.00;185.90000000000006
1284.00;207.71999999999994
1285.00;202.65999999999997
1286.00;200.10000000000002
1287.00;197.95000000000005
1288.00;189.26
1289.00;189.64000000000001
1290.00;197.92000000000002
1291.00;194.02999999999997
1292.00;182.58
1293.00;183.54999999999993
1294.00;192.76999999999995
1295.00;183.91999999999993
1296.00;192.45000000000007
1297.00;194.68000000000004
1298.00;204.08999999999997
1299.00;174.1800000000001
1300.00;184.88000000000005
1301.00;174.9199999999999
1302.00;176.39000000000001
1303.00;175.98000000000008
1304.00;152.28
1305.00;141.82999999999998
1306.00;136.26000000000002
1307.00;139.00000000000006
1308.00;124.09000000000005
1309.00;119.34000000000002
1310.00;140.94999999999996
1311.00;145.6399999999999
1312.00;139.58000000000004
1313.00;113.39000000000001
1314.00;124.84000000000002
1315.00;116.40000000000006
1316.00;129.58999999999997
1317.00;125.04
1318.00;141.59000000000003
1319.00;142.42000000000002
1320.00;154.99999999999997
1321.00;160.57
1322.00;157.88000000000005
1323.00;168.98999999999998
1324.00;185.17000000000002
1325.00;203.68
1326.00;185.62000000000003
1327.00;192.82000000000002
1328.00;201.68999999999997
1329.00;209.69000000000014
1330.00;193.7
1331.00;185.93
1332.00;199.42999999999998
1333.00;180.0900000000001
1334.00;189.36000000000016
1335.00;216.04000000000005
1336.00;210.95999999999995
1337.00;220.41000000000003
1338.00;223.57000000000014
1339.00;216.8499999999999
1340.00;200.23000000000005
1341.00;186.57999999999998
1342.00;194.33000000000004
1343.00;174.7399999999999
1344.00;166.06000000000003
1345.00;157.69000000000003
1346.00;169.95000000000002
1347.00;143.01999999999992
1348.00;159.96
1349.00;155.63
1350.00;177.12999999999997
1351.00;177.41999999999996
1352.00;159.64000000000001
1353.00;158.42000000000004
1354.00;150.26000000000008
1355.00;154.54999999999993
1356.00;144.41000000000003
1357.00;147.23999999999995
1358.00;162.69000000000014
1359.00;154.96999999999997
1360.00;150.96999999999997
1361.00;148.69000000000003
1362.00;161.36999999999998
1363.00;163.85999999999993
1364.00;150.41000000000005
1365.00;146.22999999999996
1366.00;147.44999999999993
1367.00;151.65000000000003
1368.00;141.95000000000002
1369.00;145.29999999999998
1370.00;153.65999999999997
1371.00;139.49999999999997
1372.00;125.89
1373.00;153.27999999999997
1374.00;131.95999999999998
1375.00;154.88
1376.00;146.66000000000008
1377.00;143.57
1378.00;156.1599999999999
1379.00;162.3
1380.00;165.34
1381.00;167.90999999999997
1382.00;163.11999999999998
1383.00;173.39999999999998
1384.00;166.16999999999996
1385.00;159.24000000000004
1386.00;156.9
1387.00;155.63000000000008
1388.00;145.39999999999998
1389.00;155.23
1390.00;134.81000000000006
1391.00;134.17999999999998
1392.00;147.87
1393.00;152.55999999999997
1394.00;136.03999999999996
1395.00;126.53000000000007
1396.00;127.39000000000003
1397.00;139.14999999999992
1398.00;121.10000000000001
1399.00;126.81000000000003
1400.00;116.68000000000005
1401.00;127.23
1402.00;122.28000000000003
1403.00;132.90000000000003
1404.00;126.65
1405.00;124.20000000000005
1406.00;130.73999999999998
1407.00;128.89999999999995
1408.00;141.39999999999995
1409.00;127.30999999999996
1410.00;120.84999999999992
1411.00;112.03000000000002
1412.00;114.99
1413.00;100.73000000000002
1414.00;98.16999999999997
1415.00;103.55000000000001
1416.00;119.72999999999998
1417.00;109.15999999999997
1418.00;108.64999999999998
1419.00;112.92000000000003
1420.00;108.30999999999996
1421.00;123.55000000000004
1422.00;116.08000000000003
1423.00;118.34
1424.00;110.83000000000003
1425.00;122.27999999999999
1426.00;114.04000000000005
1427.00;105.66999999999999
1428.00;114.25999999999996
1429.00;101.30000000000003
1430.00;114.71000000000001
1431.00;110.81999999999996
1432.00;108.25999999999999
1433.00;101.34
1434.00;109.44
1435.00;106.59
1436.00;110.72000000000001
1437.00;118.98
1438.00;114.63000000000002
1439.00;126.71000000000002
1440.00;125.01999999999998
1441.00;116.37000000000003
1442.00;120.45000000000002
1443.00;114.96000000000005
1444.00;115.12000000000002
1445.00;116.50000000000003
1446.00;113.26
1447.00;123.95000000000002
1448.00;121.43
1449.00;105.74000000000004
1450.00;114.07000000000006
1451.00;131.21000000000004
1452.00;133.00999999999996
1453.00;130.78000000000003
1454.00;136.4
1455.00;139.55999999999997
1456.00;128.09000000000006
1457.00;114.22999999999998
1458.00;122.14
1459.00;126.37
1460.00;127.98000000000002
1461.00;113.65
1462.00;112.85999999999999
1463.00;109.87999999999998
1464.00;99.14
1465.00;97.42999999999998
1466.00;95.74000000000004
1467.00;89.56999999999994
1468.00;92.95
1469.00;90.12000000000002
1470.00;95.32999999999998
1471.00;98.17999999999999
1472.00;90.15999999999998
1473.00;93.27
1474.00;80.94000000000001
1475.00;88.94999999999999
1476.00;95.88000000000001
1477.00;82.88
1478.00;100.49000000000001
1479.00;86.53000000000002
1480.00;94.75000000000001
1481.00;100.55999999999999
1482.00;95.33000000000003
1483.00;98.22000000000001
1484.00;112.84000000000003
1485.00;110.58000000000003
1486.00;115.51000000000002
1487.00;114.10999999999999
1488.00;119.63
1489.00;112.04999999999997
1490.00;105.01999999999998
1491.00;109.72000000000003
1492.00;104.13
1493.00;105.15000000000003
1494.00;90.62
1495.00;87.40000000000002
1496.00;82.06000000000002
1497.00;69.57000000000001
1498.00;55.49999999999998
1499.00;61.39000000000003
1500.00;74.53000000000002
1501.00;72.33
1502.00;74.92
1503.00;70.93999999999998
1504.00;74.98000000000002
1505.00;78.96999999999998
1506.00;82.04999999999998
1507.00;81.48999999999998
1508.00;89.79999999999997
1509.00;83.80000000000001
1510.00;92.36000000000001
1511.00;99.81000000000002
1512.00;98.44
1513.00;99.94000000000005
1514.00;110.63999999999999
1515.00;110.81
1516.00;113.74000000000002
1517.00;108.11999999999999
1518.00;119.16999999999999
1519.00;126.98000000000002
1520.00;113.71000000000001
1521.00;105.50999999999995
1522.00;105.65
1523.00;113.21
1524.00;92.54
1525.00;95.60000000000001
1526.00;82.27999999999997
1527.00;74.08000000000001
1528.00;76.73
1529.00;72.41000000000001
1530.00;68.28
1531.00;68.77000000000001
1532.00;74.76000000000002
1533.00;74.86
1534.00;73.86000000000001
1535.00;72.14000000000001
1536.00;55.24000000000001
1537.00;50.78999999999999
1538.00;47.400000000000006
1539.00;45.38
1540.00;54.25999999999999
1541.00;47.23999999999999
1542.00;51.769999999999996
1543.00;54.43
1544.00;43.49999999999999
1545.00;43.18000000000001
1546.00;52.83
1547.00;55.690000000000005
1548.00;64.99000000000001
1549.00;68.96999999999998
1550.00;69.78000000000003
1551.00;73.82
1552.00;81.19000000000001
1553.00;68.67
1554.00;80.56999999999998
1555.00;68.24000000000001
1556.00;62.489999999999995
1557.00;66.50000000000001
1558.00;55.59
1559.00;57.14000000000002
1560.00;63.96
1561.00;67.85
1562.00;62.29999999999999
1563.00;61.52999999999999
1564.00;58.080000000000005
1565.00;45.08000000000002
1566.00;61.13999999999999
1567.00;57.96
1568.00;53.470000000000006
1569.00;52.849999999999994
1570.00;55.989999999999995
1571.00;43.05999999999999
1572.00;49.09000000000001
1573.00;43.800000000000004
1574.00;43.11000000000001
1575.00;47.98000000000001
1576.00;44.26
1577.00;41.38
1578.00;44.04
1579.00;52.43
1580.00;54.18
1581.00;56.96
1582.00;51.599999999999994
1583.00;63.269999999999996
1584.00;54.48
1585.00;54.35000000000001
1586.00;60.52999999999998
1587.00;57.44
1588.00;55.53999999999999
1589.00;61.67
1590.00;61.919999999999995
1591.00;52.76
1592.00;57.07000000000001
1593.00;65.22
1594.00;52.36
1595.00;59.309999999999995
1596.00;62.809999999999995
1597.00;62.059999999999995
1598.00;58.88
1599.00;56.349999999999994
1600.00;65.86999999999999
1601.00;71.03999999999998
1602.00;61.16
1603.00;59.27999999999999
1604.00;42.769999999999996
1605.00;49.959999999999994
1606.00;52.51
1607.00;42.44999999999999
1608.00;54.21999999999999
1609.00;48.43
1610.00;49.38
1611.00;47.88000000000002
1612.00;47.449999999999996
1613.00;32.26
1614.00;42.779999999999994
1615.00;39.34
1616.00;39.69000000000001
1617.00;43.919999999999995
1618.00;59.04
1619.00;53.45
1620.00;47.08
1621.00;45.809999999999995
1622.00;48.27
1623.00;51.68000000000001
1624.00;42.79
1625.00;37.79
1626.00;35.17
1627.00;40.949999999999996
1628.00;36.830000000000005
1629.00;40.969999999999985
1630.00;28.83
1631.00;35.98
1632.00;33.31
1633.00;43.629999999999995
1634.00;42.25000000000001
1635.00;37.989999999999995
1636.00;41.93000000000001
1637.00;30.31
1638.00;32.949999999999996
1639.00;31.009999999999998
1640.00;28.23
1641.00;24.719999999999995
1642.00;28.63
1643.00;27.619999999999997
1644.00;29.410000000000004
1645.00;33.519999999999996
1646.00;41.510000000000005
1647.00;29.75
1648.00;21.32
1649.00;25.939999999999998
1650.00;24.14
1651.00;28.14
1652.00;30.149999999999995
1653.00;28.72
1654.00;27.690000000000005
1655.00;24.38
1656.00;25.630000000000003
1657.00;24.689999999999998
1658.00;29.110000000000003
1659.00;25.419999999999998
1660.00;28.060000000000002
1661.00;27.929999999999996
1662.00;25.470000000000002
1663.00;31.74
1664.00;28.619999999999997
1665.00;30.05
1666.00;27.96
1667.00;20.810000000000002
1668.00;22.89
1669.00;20.41
1670.00;29.51
1671.00;17.560000000000002
1672.00;14.080000000000002
1673.00;22.07
1674.00;20.360000000000003
1675.00;21.470000000000002
1676.00;18.15
1677.00;18.05
1678.00;13.32
1679.00;16.18
1680.00;14.67
1681.00;14.22
1682.00;10.99
1683.00;8.670000000000002
1684.00;10.01
1685.00;10.290000000000001
1686.00;9.76
1687.00;8.25
1688.00;12.29
1689.00;11.24
1690.00;7.1
1691.00;8.97
1692.00;3.84
1693.00;5.140000000000001
1694.00;5.08
1695.00;6.26
1696.00;7.460000000000001
1697.00;5.8
1698.00;6.25
1699.00;9.86
1700.00;9.31
1701.00;6.5
1702.00;9.41
1703.00;6.09
1704.00;8.56
1705.00;5.930000000000001
1706.00;5.359999999999999
1707.00;6.45
1708.00;5.91
1709.00;3.8999999999999995
1710.00;7.42
1711.00;5.82
1712.00;6.41
1713.00;0.88
1714.00;1.76
1715.00;1.04
1716.00;2.8
1717.00;5.390000000000001
1718.00;6.85
1719.00;7.699999999999999
1720.00;8.81
1721.00;3.49
1722.00;5.56
1723.00;6.4399999999999995
1724.00;5.93
1725.00;9.459999999999999
1726.00;6.99
1727.00;8.780000000000001
1728.00;6.66
1729.00;8.79
1730.00;5.0
1731.00;3.01
1732.00;1.51
1733.00;3.1799999999999997
1734.00;5.14
1735.00;4.720000000000001
1736.00;5.43
1737.00;7.83
1738.00;5.720000000000001
1739.00;6.109999999999999
1740.00;2.62
1741.00;1.42
1742.00;3.25
1743.00;2.11
1744.00;2.1399999999999997
1745.00;2.3600000000000003
1746.00;3.18
1747.00;2.96
1748.00;0.87
1749.00;0
